flow_tuple,app_name,packet_count,bytes,current_packet_size,time_since_last_packet
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,191,94931,54,0.221169
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,192,95155,224,0.180169
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,193,95240,85,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,194,95651,411,0.005003
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,195,95769,118,0.002
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,196,95823,54,0.005996
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,197,95883,60,0.255174
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,198,96195,312,0.001997
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,199,96255,60,0.002002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,200,96315,60,0.002001
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,201,96375,60,0.001998
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,202,96435,60,0.002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,203,96495,60,0.000999
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,204,96555,60,0.001943
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,205,96615,60,0.002011
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,206,98063,1448,0.045518
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,207,98204,141,0.003
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,208,99652,1448,0.003
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,209,99920,268,0.003
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,210,101368,1448,0.003001
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,211,101509,141,0.003
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,212,102957,1448,0.001998
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,213,103224,267,0.003
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,214,104672,1448,0.004
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,215,105363,691,0.003
111.40.179.216:443->172.20.92.191:62650,哔哩哔哩,216,106221,858,0.002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,217,106426,205,0.078563
111.31.33.21:443->172.20.92.191:62751,哔哩哔哩,218,106598,172,0.124516
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,219,108046,1448,0.010998
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,220,108100,54,0.002002
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,221,109548,1448,0.004
111.31.33.19:443->172.20.92.191:62780,哔哩哔哩,222,110996,1448,0.003999
