flow_tuple,app_name,packet_count,bytes,current_packet_size,time_since_last_packet
111.6.56.83:443->172.20.92.191:59849,知乎,266,230293,1448,0.003343
111.6.56.83:443->172.20.92.191:59849,知乎,267,231741,1448,0.003001
111.6.56.83:443->172.20.92.191:59849,知乎,268,231795,54,0.001998
111.6.56.83:443->172.20.92.191:59849,知乎,269,233243,1448,0.003
111.6.56.83:443->172.20.92.191:59849,知乎,270,234691,1448,0.003001
111.6.56.83:443->172.20.92.191:59849,知乎,271,234745,54,0.001999
111.6.56.83:443->172.20.92.191:59849,知乎,272,236193,1448,0.015859
111.6.56.83:443->172.20.92.191:59849,知乎,273,237641,1448,0.004002
111.6.56.83:443->172.20.92.191:59849,知乎,274,237707,66,0.004169
111.6.56.83:443->172.20.92.191:59849,知乎,275,239155,1448,0.002001
111.6.56.83:443->172.20.92.191:59849,知乎,276,240603,1448,0.003001
111.6.56.83:443->172.20.92.191:59849,知乎,277,240657,54,0.001998
111.6.56.83:443->172.20.92.191:59849,知乎,278,242105,1448,0.002999
111.6.56.83:443->172.20.92.191:59849,知乎,279,243553,1448,0.004003
111.6.56.83:443->172.20.92.191:59849,知乎,280,243607,54,0.001997
111.6.56.83:443->172.20.92.191:59849,知乎,281,245055,1448,0.001999
111.6.56.83:443->172.20.92.191:59849,知乎,282,246503,1448,0.003002
111.6.56.83:443->172.20.92.191:59849,知乎,283,247951,1448,0.003022
111.6.56.83:443->172.20.92.191:59849,知乎,284,249399,1448,0.003006
111.6.56.83:443->172.20.92.191:59849,知乎,285,249453,54,0.003245
111.6.56.83:443->172.20.92.191:59849,知乎,286,250901,1448,0.002
111.6.56.83:443->172.20.92.191:59849,知乎,287,252349,1448,0.004549
111.6.56.83:443->172.20.92.191:59849,知乎,288,252415,66,0.001959
111.6.56.83:443->172.20.92.191:59849,知乎,289,253863,1448,0.002999
111.6.56.83:443->172.20.92.191:59849,知乎,290,255311,1448,0.002999
111.6.56.83:443->172.20.92.191:59849,知乎,291,255365,54,0.002001
111.6.56.83:443->172.20.92.191:59849,知乎,292,256813,1448,0.002998
