flow_tuple,app_name,packet_count,bytes,current_packet_size,time_since_last_packet
112.34.113.250:443->172.20.92.191:59989,百度贴吧,37,29285,1414,0.282173
112.34.113.250:443->172.20.92.191:59989,百度贴吧,38,29351,66,0.008001
112.34.113.250:443->172.20.92.191:59989,百度贴吧,39,30452,1101,0.145045
112.34.113.250:443->172.20.92.191:59989,百度贴吧,40,30512,60,0.198064
112.34.113.250:443->172.20.92.191:59989,百度贴吧,41,31926,1414,1.045426
112.34.113.250:443->172.20.92.191:59989,百度贴吧,42,33340,1414,0.003002
112.34.113.250:443->172.20.92.191:59989,百度贴吧,43,33406,66,0.001998
112.34.113.250:443->172.20.92.191:59989,百度贴吧,44,34820,1414,0.003
112.34.113.250:443->172.20.92.191:59989,百度贴吧,45,34901,81,0.002004
112.34.113.250:443->172.20.92.191:59989,百度贴吧,46,36315,1414,0.002998
112.34.113.250:443->172.20.92.191:59989,百度贴吧,47,36369,54,0.003001
112.34.113.250:443->172.20.92.191:59989,百度贴吧,48,37783,1414,0.002998
112.34.113.250:443->172.20.92.191:59989,百度贴吧,49,37882,99,0.002
112.34.113.250:443->172.20.92.191:59989,百度贴吧,50,39296,1414,0.003
112.34.113.250:443->172.20.92.191:59989,百度贴吧,51,39362,66,0.002999
112.34.113.250:443->172.20.92.191:59989,百度贴吧,52,39428,66,0.006
112.34.113.250:443->172.20.92.191:59989,百度贴吧,53,39494,66,0.103
112.34.113.250:443->172.20.92.191:59989,百度贴吧,54,40492,998,0.005
112.34.113.250:443->172.20.92.191:59989,百度贴吧,55,41906,1414,0.003
112.34.113.250:443->172.20.92.191:59989,百度贴吧,56,41994,88,0.003003
112.34.113.250:443->172.20.92.191:59989,百度贴吧,57,42060,66,0.005996
112.34.113.250:443->172.20.92.191:59989,百度贴吧,58,42114,54,0.002002
112.34.113.250:443->172.20.92.191:59989,百度贴吧,59,42168,54,0.272485
112.34.113.250:443->172.20.92.191:59989,百度贴吧,60,43582,1414,0.476926
112.34.113.250:443->172.20.92.191:59989,百度贴吧,61,43648,66,0.005995
112.34.113.250:443->172.20.92.191:59989,百度贴吧,62,43708,60,0.115001
112.34.113.250:443->172.20.92.191:59989,百度贴吧,63,43793,85,0.004001
112.34.113.250:443->172.20.92.191:59989,百度贴吧,64,43853,60,0.002999
112.34.113.250:443->172.20.92.191:59989,百度贴吧,65,43907,54,0.017
112.34.113.250:443->172.20.92.191:62142,百度贴吧,1,554,554,0.006002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,2,614,60,0.11148
112.34.113.250:443->172.20.92.191:62142,百度贴吧,3,674,60,0.001999
112.34.113.250:443->172.20.92.191:62142,百度贴吧,4,886,212,0.002998
112.34.113.250:443->172.20.92.191:62142,百度贴吧,5,991,105,0.01
112.34.113.250:443->172.20.92.191:62142,百度贴吧,6,1907,916,0.001999
112.34.113.250:443->172.20.92.191:62142,百度贴吧,7,1967,60,0.002
112.34.113.250:443->172.20.92.191:62142,百度贴吧,8,2027,60,0.002001
112.34.113.250:443->172.20.92.191:62142,百度贴吧,9,3441,1414,0.006998
112.34.113.250:443->172.20.92.191:62142,百度贴吧,10,4522,1081,0.004
112.34.113.250:443->172.20.92.191:62142,百度贴吧,11,4588,66,0.003
112.34.113.250:443->172.20.92.191:62142,百度贴吧,12,4654,66,0.002006
112.34.113.250:443->172.20.92.191:62142,百度贴吧,13,5916,1262,0.002999
112.34.113.250:443->172.20.92.191:62142,百度贴吧,14,7330,1414,0.003
