Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,SNI,Category
2024-10-09 17:35:54,1.0.0.1,172.20.160.113,443,52927,TCP,,Unclassified
2024-10-09 17:35:54,1.0.0.1,172.20.160.113,443,52927,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.0.0.1,52927,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.0.0.1,52927,443,TCP,,Unclassified
2024-10-09 17:35:54,1.0.0.1,172.20.160.113,443,52927,TCP,,Unclassified
2024-10-09 17:35:54,1.0.0.1,172.20.160.113,443,52927,TCP,,Unclassified
2024-10-09 17:35:54,1.0.0.1,172.20.160.113,443,52927,TCP,,Unclassified
2024-10-09 17:35:54,1.0.0.1,172.20.160.113,853,61760,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.0.0.1,52927,443,TCP,,Unclassified
2024-10-09 17:35:54,1.0.0.1,172.20.160.113,443,52927,TCP,,Unclassified
2024-10-09 17:35:54,1.0.0.1,172.20.160.113,443,52927,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.0.0.1,52927,443,TCP,,Unclassified
2024-10-09 17:35:54,111.31.33.21,172.20.160.113,443,61768,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,111.31.33.21,61768,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,111.31.33.21,61768,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,111.31.33.21,61768,443,TCP,le3-api.game.bilibili.com,Other SNI Traffic
2024-10-09 17:35:54,172.20.160.113,1.1.1.1,63044,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.0.0.1,52927,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,111.19.247.143,61777,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,223.5.5.5,54106,53,UDP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.1.1.1,61780,853,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,8.8.8.8,61781,853,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,8.8.4.4,61782,853,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,8.8.4.4,61779,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.0.0.1,61783,853,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.1.1.1,61784,853,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,119.29.29.29,54107,53,UDP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,8.8.8.8,61785,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.0.0.1,61786,853,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,8.8.4.4,61787,853,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,8.8.8.8,61788,853,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,223.5.5.5,54108,53,UDP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.0.0.1,52927,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,119.29.29.29,54109,53,UDP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.1.1.1,63044,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.0.0.1,52927,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.1.1.1,63044,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,8.8.8.8,61789,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.1.1.1,63044,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,8.8.4.4,61790,443,TCP,,Unclassified
2024-10-09 17:35:54,172.20.160.113,1.0.0.1,52927,443,TCP,,Unclassified
2024-10-09 17:35:54,223.5.5.5,172.20.160.113,53,54106,UDP,,Unclassified
2024-10-09 17:35:54,119.29.29.29,172.20.160.113,53,54109,UDP,,Unclassified
